职位名称,公司名称,经验要求,学历,工作地点,最低薪水,最高薪水,职位描述,公司类型,最低员工人数,最高员工人数,主营业务
Android高级开发工程师,淮安移创物联科技有限公司,3-4年经验,大专,哈尔滨-香坊区,8000,10000,岗位职责：1、负责公司Android平台软件开发；2、负责撰写相关技术文档；3、在产品经理指导下深入理解需求，并实现需求；4、能独立承担程序模块的设计及开发；5、积极配合产品及运营人员，提供技术支持。任职资格：1、热爱移动开发，熟悉Android开发流程；2、有扎实的Java语言基础，熟悉常见算法；3、至少3年以上的Android开发经验，熟悉TCP/UDP、HTTP协议，有车辆交通定位应用等方面的开发经验者优先；4、有完整的Android产品开发经验，熟悉客户端产品开发、测试、发布流程，有良好的编辑习惯，有上线作品尤佳；5、有性能评测、调优相关经验者优先，有独立带项目经验者优先；6、有良好的学习能力，思路清晰，善于思考，具有良好的分析和解决问题的能力；7、善于沟通交流，有良好的团队协作精神和服务意识；8、充满创业激情，能在压力下以一个创业者的态度，出色完成工作。,民营公司,50,150,"通信/电信/网络设备,计算机软件"
Android开发工程师,锐雅（中国）有限公司,3-4年经验,本科,上海-浦东新区,13000,20000,岗位职责：1、负责移动端产品的研发，以及负责移动开发团队的技术架构；2、带领团队攻克技术难点，配合业务完成高质量产品；3、如果项目需要，有必要时应该主动配合加班。任职要求：1、具备3年以上Android经验；2、熟悉Android系统架构，对底层框架有所研究；3、扎实的代码功底，能完成高质量产品开发；4、熟悉常用网络协议，熟悉JNI切能够熟练编写JNI代码；5、有完成中等规模系统的经验，有系统重构、优化经验。,外资（非欧美）,150,500,多元化业务集团公司
前端开发,广州爱美互动网络科技有限公司,无工作经验,大专,广州-天河区,8000,15000,根据产品原型和设计稿快速给出***解决方案，并进行页面制作，确保页面制作的样式、布局与产品原型一致；利用移动Web相关技术开发移动设备上的前端项目；与产品经理、测试工程师、其他团队沟通合作，保证产品研发工作的质量和进度；参与优化前端页面体验和性能，根据业务开发高效可复用的组件；岗位要求：1、1-2年以上互联网产品前端开发经验；2、具备优秀的编码能力，能编写高性能、高可读性、高可维护性的代码；3、具备良好的学习能力、沟通能力和团队协作精神，对技术有强烈的热情；4、有非常强烈的责任感；5、具备扎实的 JavaScrpt / HTML / CSS 知识，能够独立开发JS模块；6、有 vueJS、AngularJS 等前端 MV* 框架实践经验优先；7、熟悉 Node.js 的优先；8、提供前端开发案例优先薪酬福利：极具竞争力的薪酬待遇：公司提供与每个职位责任、工作难易程度相符合的薪资，并通过与绩效表现挂钩来奖励和回馈员工的贡献，力图实现多劳多得的公平原则；公司为员工提供具有人情味的、多样化的福利制度，包括：餐补、车补、全勤奖、年终奖、生日会、年度旅游、拓展、五险一金购买以及其它相关福利。,民营公司,150,500,互联网/电子商务
研发主管,腾讯·大浙网,5-7年经验,本科,杭州,15000,20000,"岗位职责：1、负责产品与解决方案架构师设计，研讨技术实现方案，进行应用及系统整合；2、负责微信公众平台、企业微信、小程序开发的技术架构和概要设计、功能开发；3、负责微信接口设计和后台管理维护，以及微信公众平台所需要的接口和数据管理；职位要求：1、对研发流程有基本的实践，5年以上PHP开发经验；2、熟悉LNMP环境，PHP编程以及OOP编程思想，熟悉Smarty、YII,CI等框架以及MySql数据库的应用维护；3、熟悉HTTP协议及W3C相关互联网规范，熟练掌握XHTML、CSS、Javascript/Ajax、Jquery、JSON等Web页面技术；4、责任心强，思维活跃，个性开朗，对新技术有强烈的探索欲望，具备较强的学习能力；5、对移动开发和优秀的用户体验感有浓厚兴趣，具有创新精神。",合资,150,500,"互联网/电子商务,影视/媒体/艺术/文化传播"
微软 Dynamics CRM 高级技术顾问,深圳汇思诺科技有限公司,无工作经验,大专,深圳-南山区,8000,15000,"1.大专及以上学历，计算机相关专业毕业。2.上进心强，乐于学习并应用新知识。3、1年以上微软Dynaimics CRM开发、实施或运维经验4、熟悉常见的微软Dynaimics CRM开发技术，如客户端开发，插件，工作流，报表的开发4、熟悉常用的系统集成方案和技术，具有CRM与外部系统集成实施经验5.  能熟练使用.Net进行Web开发，包括熟练使用C#,asp.net mvc, JavaScript, HTML, CSS, 熟悉Bootstrap，jQuerry，AngularJS中的至少一种。6. 基于SQL Server的T-SQL和SSRS报表开发有一定的了解。7. 具有移动开发经验、微信集成经验、英语阅读能力较强者优先。8. 熟悉或精通银行业务，有银行的CRM开发经验优先,易于沟通，乐于合作。",民营公司,50,150,"计算机服务(系统、数据服务、维修),专业服务(咨询、人力资源、财会)"
IOS工程师,南京九金所金融信息服务有限公司,3-4年经验,本科,南京,10000,15000,职位描述：工作职责：1.积极参与公司新一代移动支付终端系统的讨论、定义、设计等工作，在技术上与其他部门充分沟通，确保产品技术上的可行性；2.按照公司软件开发管理规范等的要求，根据上级分配的任务，沟通所需资源，编制软件开发详细设计文档，保证开发过程的透明度与可控性；3.根据开发文档，进行子系统/模块的软件编码工作，并根据系统开发中遇到难点问题，参与技术攻关，按阶段有计划地完成代码开发计划，并调试合格，按时提交；4.根据公司系统测试相关流程及产品特点，配合测试部门和业务部门进行产品测试和验收工作，进行软件系统的安装调试，确保系统顺利上线；5.参与软件模块的代码走查、代码正规检视、设计文档正规检视、设计评审等质量保证活动，降低软件产品缺陷；6.在项目开发过程中，总结经验和教训，归纳案例，实现经验共享。任职资格要求：1.计算机、通信、电子等相关专业本科及以上学历；2.具有较丰富的系统分析、设计、开发能力较强，能独立编写设计、开发文档；3.熟悉移动开发，具有三年以上IOS开发经验；4.熟练掌握HTTP、Socket、多线程、XML和多媒体等常用技术开发；5.熟练掌握IOS平台下软件开发、调试、优化等工作；,民营公司,50,150,"金融/投资/证券,互联网/电子商务"
web前端开发,武汉云台数据有限公司,3-4年经验,大专,武汉-江夏区,7000,10000,"岗位职责：（1）负责软件产品的开发岗位要求：（1）大专以上学历，2年以上web前端开发经验（2）掌握前端开发技能HTML5+css3+JS，了解nodejs,npm等；（3）熟练掌握angularjs,vuejs,react,,等其中一项或多项开发技能 ；（4）了解gulp,webpack,requirejs/seajs,es6等其中一项或多项相关技能；（5）有移动开发经验，有上线产品；（6）善于沟通，良好的团队合作精神，学习能力强；有满足以下其中一项条件者优先（1）有全栈开发经验，对前后端合作模式有深入理解；（2）有Android/ios原生开发经验；（3）精通css3,less/sass,做过游戏，动画，特效等，有实际项目；（4）做过大型移动端项目。",民营公司,50,50,"计算机软件,计算机服务(系统、数据服务、维修)"
高级JAVA工程师,四川卓诚一品企业管理咨询有限公司,3-4年经验,大专,苏州-工业园区,15000,20000,岗位职责:1.	开发和维护统一的软件开发架构，发现和解决存在的技术问题；2.	公司核心业务系统架构设计及优化；3.	从事核心架构部分代码的编写、指导和培训工程师；4.	主持和参与系统逻辑模型和物理模型设计并实现原型 ；5.	深入发掘业务需求为软件开发提供架构设计；6.	负责产品技术框架搭建，指导并参与核心代码的书写，组织解决项目开发过程中的重大技术问题7.	解决项目中存在的技术难题；岗位要求：(工作地点：苏州工业园区腾飞创新园（新平街388号）)1.	4年以上Java实际项目开发经验；2.	熟悉HTML5、JavaScript、Ajax、CSS、JQuery、Json等Web前端技术；3.	熟练掌握Spring+SpringMVC+iBatis+Shiro+Quartz开发框架及应用开发，有至少1个中大型项目开发经验。4.	熟练掌握Velocity、Freemarker技术及应用开发5.	熟练掌握Dubbo/Spring Cloud分布式服务框架，有至少一个项目的实战经验。6.	熟练掌握Redis/Elasticsearch/Memcached/MongoDB之一或更多；7.	熟练掌握Tomcat、Nginx、Apache等WEB服务器的部署及配置8.	熟练掌握关系型数据库MySQL/SQL SERVER的应用开发；9.	熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息、负载均衡等机制和实现；10.	拥有Kafka、MongoDB、IntelliJ IDEA、VueJS、Hadoop、Spark、RabbitMQ等经验丰富或实战斗经验者优先11.	拥有企业ERP开发经验/H5前端开发或Hybrid Appo移动混合开发经验/大型高并发分布式应用系统实战经验/ApiCloud移动开发经验者优先12.	拥有网络爬虫编程经验者优先(爬取企业工商信息或大型网站数据爬取经验）13.	热爱技术，对技术有不懈的追求，喜欢研究开源代码；14.	良好的学习能力、团队协作能力和沟通能力；善于思考，能独立分析和解决问题；15.	工作积极主动，认真细致，有事业心及良好的团队。,民营公司,50,50,计算机软件
前端工程师（移动端）,雅丽洁集团,2年经验,本科,广州-天河区,6000,8000,"岗位职责：1、理解项目的需求，配合设计师和服务器端开发人员进行页面前端架构设计，制定合理的解决方案，能够适应微信小程序应用平台不同技术需求, 完成页面前端的设计；2、负责微信小程序页面前端开发工作。根据设计方案，协同项目组按计划完成系统的开发工作；3、前端页面优化设计和处理，通过对问题的分析，结合设计经验，对已有的页面系统提出优化处理建议和方案，并能够落实验证；4、搜集和分析当前互联网的各种流行应用，在交互开发、用户体验等方面有自己的见解，支持交互方案提案。任职要求：1、大专以上学历，计算机或理工科相关专业；2、精通前端开发技术，HTML/CSS/Javascrip，熟悉jQuery框架；3、熟悉规范的css前端开发框架，懂得响应式布局、Bootstrap、移动开发经验、css3、html5；4、具有良好的沟通能力、协调能力、学习能力、计划与执行能力、团队协作能力、抗压能力、情绪控制能力；5、有app和小程序开发者优先。",民营公司,1000,5000,快速消费品(食品、饮料、化妆品)
iOS开发工程师,陕西诺维北斗信息科技股份有限公司,3-4年经验,本科,西安,10000,15000,"1、 独立负责iOS App开发工作；2、 代码实现UI/UX设计师及产品经理的效果图及交互效果；3、 优化代码，提升用户体验；4、 与后端工程师合作开发、排查故障，解决应用的相关技术问题；5、 学习研究业内的***实践,并使用到产品中。任职要求：1、熟练掌握Objective-C语言以及iOS SDK，熟练掌握Xcode等相关开发工具，熟悉面向对象编程设计;2、熟练iOS框架原理，熟悉UIKit框架，多线程处理机制，熟悉Xcode，熟悉各种Core Frameworks，熟练使用数据存储;3、熟练掌握iOS SDK中的UI、网络、数据库、XML/JSON解析等开发技巧;4、熟练掌握移动开发网络应用软件开发和调试经验，掌握网络的基本知识及TCP/IP协议;5、能够独立承担开发任务，按照项目计划，按时提交高质量的代码和技术文档，完成开发任务;6、有iOS工作经验及相关成熟的上线应用者优先;7、已在App Store发布过作品者优先。",上市公司,150,500,"航天/航空,电子技术/半导体/集成电路"
ios/Android开发,中创文教（北京）数字科技有限公司,5-7年经验,大专,武汉-东湖新技术产业开发区,10000,15000,一、【岗位职责】：1、参与项目的系统开发、升级、维护工作；2、对相关用户提出的需求，进行系统分析并提出解决方案；二、【岗位要求】：1、精通Android或ios平台APP开发（Android和ios精通其一即可，两者都精通的优先）；2、两年以上Android或ios开发工作经验，有完整领导过app平台成功上线项目者优先；3、团队意识强，易于相处，乐于享受国企悠闲风格的请勿扰，我们找的是有激情有梦想的拟上市企业的合伙人，而不是混日子的……（亲，难听的话不说，你懂的）；三、【福利待遇】：1、月薪10K起，特别优秀者从优，有项目奖金和股权激励；2、弹性工作时间，按照国家法定假日休息；3、可免费提供住宿。四、【晋升渠道】：高级APP开发工程师-&gt;项目主管-&gt;技术总监五、【注意事项】：1、没有成熟项目开发经验者勿扰、勿投简历！亲，我们怕垃圾信息太多丢失我们真正想寻找的千里马。2、投递简历者请标明开发过的项目（标明项目中负责的工作内容）3、简历信息务必真实，劳动合同和股权激励协议上会注明：信息虚假者一经发现立即开除。,民营公司,50,150,计算机软件
高级移动端开发工程师,上海东普信息科技有限公司,5-7年经验,本科,上海-青浦区,15000,25000,"岗位工作职责：1、负责移动端应用的架构设计、方案的制定；2、独立完成核心项目移动端版本的开发工作；3、负责APP底层网络连接相关的优化，以及负责APP稳定性相关的优化；4、负责编写核心代码，并分析并解决软件开发过程中的问题，积极参与产品、功能及技术架构的改进；5、承担版本的系统设计、性能及内存调优工作。岗位任职要求：1、计算机或相关专业本科或本科以上学历，至少5年或更多相关工作经验；2、熟悉常见数据结构和算法，有一定数理和逻辑基础，能够理解并实现较复杂的算法过程；3、有扎实的编程基础，至少能熟练使用一种编程语言（熟悉C或Java的优先），并有实际工程经验和能力；4、熟悉Android或iOS移动开发基本知识；5、熟悉HTML, CSS, JavaScript 等;6、熟悉jQuery, Bootstrap 前端开发框架;7、熟悉Node.js, Redis, MongoDB;8、熟悉Git工具和环境；9、有较强的分析和解决问题能力，学习能力强，善于沟通，有团队合作意识。",民营公司,150,500,"计算机软件,计算机服务(系统、数据服务、维修)"
app开发/ios开发/安卓开发（React Native混合开发）RN,成都好伙伴网络科技有限公司,3-4年经验,大专,成都-高新区,8000,10000,"老项目，招聘1-2人，擅长app的RN混合开发：好伙伴-物流软件G5，是目前国内物流软件功能最完善的app，最早是安卓原生开发，目前基于RN，也就是基于React Native模式的混合开发。目前安卓和ios，功能上，已经比较成熟。并已经上架各大安卓市场，以及苹果商店。重点项目，请提前了解：物流软件G5，安卓app，下载地址：http://sj.qq.com/myapp/detail.htm？apkName=com.rsp.programmerproject苹果商店，搜索：货超多无车承运人、好伙伴物流软件。该岗位，重点要求：A、对扫描功能，以及物流软件开发，有丰富经验。优先录用。B、GPS定位，以及货车司机-轨迹跟踪。（基于手机app）息屏后，提供轨迹精准记录的解决方案。C、有2年以上的安卓开发经验，并对RN混合开发模式，有实际操作经验；D、有ios开发基础，更佳。=================================任职要求：1、精通 Javascript, Html5, Css3, Sass or Less, 熟悉 Es5, Es6 等；2、熟悉至少两种以上前端框架，React 、AngularJs、Vue、Jquery；熟悉react native混合开发，优先录用！3、React 公共组件开发经验，同时有 React Spa 架构 React，Redux，Mobx，Immutable，React-router 有较为丰富的项目经验更佳，同时对周边的生态圈有较为丰富的了解，以及对React 项目有较好的性能优化的建议；3、有良好的代码书写习惯，对代码有严谨的态度；4、对 Hybrid 开发有相关经验者优先，有移动端H5 React 架构思路，同时在移动开发中有能解决绝大多数主流机型适配，优化，兼容性等问题；5、对前端自动化部署有一定的了解，熟悉fis、glup、grunt，webpack等前端自动化工具中的至少一个；6、熟悉RN混合模式更佳，适用于安卓和IOS的混合模式开发。工作时间：朝九晚六，周末双休=============================================好伙伴目前已经成立14年，是国内第一批物流软件开发商，拥有16款软件著作权，也是最早研发无车承运人平台的企业。====================================了解我们，来面试之前，请PC百度一下：好伙伴物流软件提前了解，面试流程简单，符合要求，次日可办理入职手续。",合资,50,150,计算机软件
高级移动客户端开发,云宏信息科技股份有限公司,3-4年经验,本科,广州-天河区,8000,15000,岗位职责：1、为产品的架构和设计做出贡献，提供难忘的用户体验；2、将UX需求，设计和线框转换为可扩展的代码；3、研究改进团队内使用的技术和工具的方法；4、及时参与调试和修复代码；5、新功能请求的评估和范围规划；6、每日和每周任务的管理；7、构建可重用的代码和库以供将来使用；8、熟悉用户体验原则（理论和应用）；9、审美眼光和能轻松的根据设计概念，创建布局和界面，而无需明确的设计指导。任职要求：1、计算机相关专业本科及以上学历；2、3 - 5年的前端开发经验；3、对HTML，CSS和JavaScript有深入的了解；4、熟悉基于REST的API和JSON数据结构；5、React（及其概念），Redux，Angular，jQuery，Webpack，CSS预处理器（如SASS，PostCSS）；6、在至少一个平台（Android或iOS）上进行移动开发方面的丰富经验；7、使用React Native进行移动开发的经验将会很有帮助；8、强大的调试和解决问题的能力；9、在敏捷的环境中工作的经验；10、优秀的口头沟通技巧；11、满足工作需要的英文水平。,民营公司,150,500,计算机软件
Java开发工程师,辽宁省食品安全协会,无工作经验,本科,沈阳,4000,8000,"需求分析参与需求分析，业务功能的分解、设计软件开发1根据产品的开发进度，独立完成子系统或模块的功能设计和代码实现2负责编写单元测试，功能模块自测，编写技术文档软件维护1负责日常系统维护，提供软件方面的服务和支持，保证系统的稳定2不断探索和改善前端界面的用户体验学习成长主动学习新技术，掌握新知识，积极参加公司安排的学习培训，提升业务水平工作要求：1大学本科以上学历,计算机相关专业毕业2掌握多种以Spring为核心的应用框架，以其为核心做各类应用开发（移动服务、PC服务、数据服务、集成服务等）3对基于Html5移动开发有经验者优先4熟悉AngularJS框架5良好的代码书写习惯薪资福利：5000-8000双休 五险餐补、节假日福利  8:30-17:00工作地点：沈阳市皇姑区太白山路110-3号联系方式：024-23898046     杨***",非营利组织,50,50,"教育/培训/院校,计算机软件"
WEB前端工程师,心诺（深圳）中美医疗有限公司,1年经验,大专,武汉,4000,6000,"岗位职责：1. 与公司UI设计对接，实现、维护及优化web前端页面和业务功能。2. 配合设计师进行UI框架选型 ，研究并改善用户体验；3. 配合后端开发工程师一起研讨技术实现方案，进行应用及系统整合，获取后端数据后进行效果展示；4. 根据项目的需要快速学习并掌握相关新技术。任职要求：1. 1年以上前端相关工作经验，精通HTML5技术，及各终端中的兼容应用；2. 熟练掌握JavaScript、HTML5、CSS3等前端开发技术及至少一种JS移动开发框架；3. 熟练使用CSS/DIV/XML/JSON完成页面的编码和设计；4. 了解如何运用HTML5特性构建移动端的WebApp；5. 熟悉当前流行的JavaScript 类库（jQuery, Angular, React 等）,了解JavaScr ipt面向对象编程方法 （JS MVC）；6. 熟悉Web标准，对表现与数据分离，HTML语义化等有一定理解；对Web前端技术有强烈兴趣，能对Web前沿技术研究和新技术调研，有良好的学习能力和团队合作精神职位待遇：1、人性化管理：周末单双休，其他法定假日均按国家规定放假。2、个人成长：一经录用，公司提供专业的健康知识及销售技巧的培训。帮助你成长为医疗健康行业的专业英才。3、员工福利：公司活动丰富多彩，经常聚餐，唱K，爬山等户外活动，公司每年组织1~2次全员省内外旅游活动，每月根据业务情况组织优秀员工旅游，以及每月员工生日会。",合资,150,500,医疗设备/器械
前端工程师,广州合智创享信息科技有限公司,2年经验,大专,广州,8000,10000,1. 负责公司新项目的前端修改调试和开发工作；2. 根据工作安排高效、高质地完成代码编写，确保符合规范的前端代码规范；3. 与设计团队紧密配合，能够实现实现设计师的设计想法；4. 与后端开发团队紧密配合，确保代码有效对接，优化网站前端性能；5. 页面通过标准校验，兼容各主流浏览器；6. 负责公司微信公众服务号的开发和维护工作；任职要求：1、具有2年Web开发经验，其中至少1年的微信公众号或微信小程序开发经验，熟练掌握JavaScript，熟悉HTML5/XML/JSON前端开发技术，熟悉DIV CSS布局；2、能使用原生的js或jQuery制作出页面常用的表现层动态效果；3、对浏览器兼容性、代码可维护性、前端性能优化等有深入研究；4、为人诚实正直，做事认真负责，具有良好的沟通和团队协作能力；学习能力强；5、对微信公众平台上微网站微应用开发有较深的理解与应用，有实际的针对微信开发经验，面试时需带上个人案例；6、有微信支付、地图、拍照、扫码、bootstrap开发经验优先；7、有HTML5开发经验者优先,民营公司,50,150,"计算机服务(系统、数据服务、维修),互联网/电子商务"
高级Web前端开发工程师,辽宁红运科技开发有限公司,无工作经验,大专,大连-中山区,8000,12000,工作职责：1、移动端app和页面开发以及功能实现。2、前端任务高质量完成，包括页面、交互、特效。3、与后端协作，完成前后端数据交互任务。4、产品功能和代码重构，用户操作体验优化，开发效率和页面性能的提升职位要求：我们在寻找能独当一面的 Web 前端工程师，希望你:1、基础扎实，数据结构等基础知识掌握牢固2、熟练掌握 JavaScript，HTML，CSS，精通H5移动开发，熟练掌握Jquery、zepto等主流前端技术和框架。有 MVVM 或 MVC 模式开发经验的优先3、熟悉JSON、XML等跨平台数据格式，熟练掌握前后端数据接口访问和对接。4、有独立完整开发 Web 前端工程经验优先5、对于新技术敏感，但能够系统地学习和合理判断对技术的运用6、有纯前端渲染工程（即前后端开发分离）经验优先7、有良好的前端代码风格，开发时有写单元测试经验优先！,民营公司,50,150,"互联网/电子商务,影视/媒体/艺术/文化传播"
iOS高级开发工程师,广东首出网络科技有限公司,3-4年经验,本科,广州,10000,18000,"岗位职责：1、完成公司ios软件应用的开发；2、根据产品需求完成架构和模块设计、开发工作；3、能按照项目计划，按时提交高质量的代码，完成开发任务；4、改善软件的易用性，提升用户使用体验；岗位要求：1、计算机相关专业专科或以上学历，2年以上iOS平台软件开发经验；2、对iPhone、iPad应用开发流程有深入理解，对Cocoa、UIKit框架及iOS SDK有深入理解；3、数据结构算法基础扎实,熟悉objective c编程内存管理；4、精通Xcode工具系列，包括Interface Builder和Instruments、Shark；5、具备优秀的沟通和协调能力，良好的服务精神及团队合作能力，责任心强。",合资,500,1000,互联网/电子商务
WEB前端工程师,深圳玛丝菲尔时装股份有限公司,2年经验,大专,深圳-龙华新区,8000,12000,"岗位职责：1.与业务提出者沟通需求并做出IT合理化建议2.根据美工效果图快速设计页面，培养美工能力3.配合后台开发人员完成页面逻辑控制4.后续工作中再掌握其他开发技术，如Andriod或者iOS移动开发技术，如微信企业号接口熟悉任职要求：1、精通JavaScript、JQuery、CSS、HTML5；2、熟悉C#,有过应用MVC的经验；3、两年以上WEB开发经验，掌握几种前端框架，如EasyUI、 Bootstrap等；4、熟悉SqlServer或Oracle数据库增删改查。特别要求：具有较强的学习能力，敢于创新；有很好的沟通能力和团队协作精神；热爱互联网技术，对解决挑战性问题充满热情；对审美有独到见解，面试时最好带有作品。",合资,5000,10000,服装/纺织/皮革
前端开发工程师,上海共添市场营销服务股份有限公司,3-4年经验,大专,上海,10000,15000,职务要求：1、负责WeChat端系统和网站页面（PC/H5）的前端开发工作；2、与团队成员沟通合作，配合后端开发人员，实现产品界面，完成数据交互、动态信息展现等功能，保证产品研发工作的质量和进度；3、维护及优化产品前端页面性能，不断的实现更好的交互体验；4、参与前期需求沟通和分析，以产品化开发的思维，完成架构设计和前端模块的开发；5、参与技术难题的攻关，根据业务规划和技术规划设计解决方案6、总结提炼解决方案、架构设计和模块进行分享和复用任职资格：1、3年及以上前端开发经验2、精通各种Web前端技术，HTML5、CSS/CSS3、JavaScript，熟悉响应式布局，熟悉JQuery、AJAX、XML、JSON等；3、熟悉Java Spring、有React Native或类似技术经验，有移动开发、Web App开发经验者优先4、了解Node.js、Nginx的配置和开发5、精通页面性能优化，有独立完成复杂前端模块的设计与实现的经验6、对于http协议（如websocket）有深入了解7、了解TCP、UDP、HTTP等网络通信协议8、具备良好的服务意识、责任心和较强的学习能力，工作主动积极，具有良好的自学能力和独立解决问题的能力9、优秀的团队沟通与协作能力，能承受一定的工作压力,民营公司,500,1000,"公关/市场推广/会展,快速消费品(食品、饮料、化妆品)"
web前端讲师,智朗瑞博（北京）科技有限公司,3-4年经验,本科,北京-朝阳区,10000,15000,"web前端讲师岗位职责：1、负责相关课程教学工作，按进度完成教学任务；2、根据需要改进教学方法，完善教学体系；3、指导学员完成项目实战，帮助学员积累项目经验；4、协助教管部进行平面教学质量掌控，建立专业教学标准；5、配合其它部门和公司完成相关工作；任职要求：1、精通DIV+CSS布局页面，熟悉W3C标准，对web语义化、表现与数据分离有一定理解，熟悉HTML5/CSS3；2、熟悉JavaScript、JQuery、bootstrap, 熟悉Angular4框架，vue.js,node.js,数据库,小程序等；3、熟悉移动开发，对于响应式布局有着丰富的实践经验；4、5年以上Web实际开发经验，能够独立承担设计、编码、测试工作；5、具备良好的前端分析能力，与开发团队保持良好沟通，能快速理解、消化各方需求，并落实为具体的开发工作；6、熟悉Web2.0标准，精通JavaScript、Ajax、DOM、XML、JSON等前端开发技术，能够持续的优化前端体验和页面响应速度，并保证兼容性和执行效率；7、有强烈的上进心和求知欲，善于学习和运用新知识，善于沟通和逻辑表达，有强烈的团队意识和执行力；8、熟悉至少一种后端开发语言更佳，比如Java，Php等；9、具有前端技术开发经验者优先；10、至少有2年WEB讲师工作经验。11、热爱教育行业、良好的职业素养及与人沟通、表达能力,有教育行业教学工作经验者优先录用。",民营公司,50,150,计算机软件
移动APP前端工程师,北京开科唯识技术有限公司,3-4年经验,本科,佛山-南海区,8000,15000,任职要求：1、熟悉前端开发，至少3年以上的前端框架开发的经验；2、熟悉主流的前端架构，例如：angularJS、ionic、vue、React等；cordova、ionic等混合应用开发优先;3、有移动开发的经验，熟悉至少一个平台（ios、android）的移动app前端开发；4、熟悉Hbuilder、WebStorm开发工具，熟悉git、熟悉MUI前端框架5、熟悉HMT5L，CSS3，SeaJS、RequireJS、backbone.js、AngualarJS、Gulp等前端技能;6、熟悉http+json接口解析开发、熟悉响应式布局和多浏览器兼容适配;7、具有良好的学习能力，有较好的沟通交流能力及团队合作意识，责任心强，有积极主动的工作态度，能够迅速融入团队。岗位职责：1.负责移动端App(android/ios)开发、优化、部署和维护；2.微信公众页面开发工作。3.持续改进移动APP性能的等安全性、稳定性和可扩展性。补充：1、具有至少一个成熟上架的H5混合开发的APP上架，且有个人作品可以展示者优先且工作年限可放宽；2、金融行业软件开发经验者优先且条件放宽；3、学历造假者概不录用工作时间： 周一至周五提供加薪机会：每年的4月或10月人才推荐：人才推荐奖金、年度人才推荐之星评比出差福利：出差补贴、带薪出差探亲假、探亲假费用报销、出差住宿假期福利：除法定的节假日之外，还享有年假，婚假，丧假，生育假等办理调户：为符合条件的有意向的员工办理入户（限北京和深圳地区）其他福利：五险一金、年度旅游、年度体检、生日福利、中秋礼金、结婚礼金、生子礼金、餐补、不定期团队活动,合资,500,1000,计算机软件
Android 开发工程师,深圳维拉假日科技有限公司,3-4年经验,本科,深圳-南山区,10000,18000,1. 至少两年以上android开发经验，至少参与或独立开发过两款APP并已上架2、有扎实的java编程语音基础，熟悉java设计模式，熟悉android开发平台，对Android UI控件有实际使用和优化经验3、熟悉TCP/IP，HTTP协议以及多线程的开发4、熟悉各种主流手机特性，理解手机客户端和服务端开发特点5、具有较强的沟通能力，分析和解决问题的能力，具备良好的团队合作精神和服务岗位职责:1、根据业务需求，基于Android平台进行应用程序开发2、参与移动平台软件框架的研究，设计和实现，技术验证和选型工作3、参与移动开发规范的制定，技术文档编写4.改善app软件测试中发现的问题，提升用户使用体验；,民营公司,50,150,"互联网/电子商务,酒店/旅游"
高级JAVA开发工程师（南京）,常州友畅软件科技有限公司,无工作经验,大专,南京,10000,15000,岗位职责：1.参与基于JAVA技术的应用系统开发；2.参与需求分析，根据具体的模块需求，独立完成模块的设计编码工作；3.负责所开发模块的故障修复、性能调优等；4.根据开发规范与流程完成系统设计、编码、测试以及相关文档的编写；任职要求：1.2年以上Java开发经验；2.熟练掌握Java、HTML/Javascript/CSS，JSP/Servlet、JDBC等JAVAEE相关技术；3.熟练掌握Sql Server，MySQL等数据库；4.熟练掌握WebLogic、Tomcat等应用服务器；5.精通MVC模式下的B/S开发，熟悉Struts/MyBatis/Spring/SpringMVC等开源框架；6.有Swing开发经验者优先，或者有移动开发经验者优先；7.敬业、责任心强，良好的沟通能力。,民营公司,50,150,计算机软件
web前端,博彦科技（深圳）有限公司,3-4年经验,大专,深圳,10000,15000,前端基本功（html+css+js）扎实，熟练vue框架。3、对前后端分离的开发流程有所了解，对移动开发有一定的了解和涉入。4、能通过研究用户行为，进行用户可用性测试，改进产品用户体验。1、熟悉使用Hbuilder、sublime、vscode等开发工具2、了解webpack、grunt等的打包原理1、具备良好的沟通能力、表达能力。2、能吃苦耐劳，有钻研精神。3、乐观，积极向上4.3年以上的工作经验,外资（欧美）,500,1000,计算机软件
